#gene	phylostratum	rank	taxonomic_representativeness
sp|A0A024RBG1|NUD4B_HUMAN	cellular organisms	1	100
sp|A0A075B6H7|KV37_HUMAN	cellular organisms	1	74
sp|A0A075B6H8|KVD42_HUMAN	cellular organisms	1	74
sp|A0A075B6H9|LV469_HUMAN	cellular organisms	1	74
sp|A0A075B6I0|LV861_HUMAN	cellular organisms	1	74
sp|A0A075B6I1|LV460_HUMAN	cellular organisms	1	74
sp|A0A075B6I3|LVK55_HUMAN	cellular organisms	1	70
sp|A0A075B6I4|LVX54_HUMAN	cellular organisms	1	74
sp|A0A075B6I6|LV150_HUMAN	cellular organisms	1	74
sp|A0A075B6I7|LV548_HUMAN	cellular organisms	1	70
sp|A0A075B6I9|LV746_HUMAN	cellular organisms	1	74
sp|A0A075B6J1|LV537_HUMAN	cellular organisms	1	74
sp|A0A075B6J2|LV233_HUMAN	cellular organisms	1	74
sp|A0A075B6J6|LV322_HUMAN	cellular organisms	1	74
sp|A0A075B6J9|LV218_HUMAN	cellular organisms	1	74
sp|A0A075B6K0|LV316_HUMAN	cellular organisms	1	74
sp|A0A075B6K2|LV312_HUMAN	cellular organisms	1	74
sp|A0A075B6K4|LV310_HUMAN	cellular organisms	1	74
sp|A0A075B6K5|LV39_HUMAN	cellular organisms	1	74
sp|A0A075B6K6|LV403_HUMAN	cellular organisms	1	74
sp|A0A075B6L2|TVG11_HUMAN	Euteleostomi	11	82
sp|A0A075B6L6|TVB73_HUMAN	cellular organisms	1	55
sp|A0A075B6N1|TVB19_HUMAN	cellular organisms	1	59
sp|A0A075B6N2|TVBT1_HUMAN	Gnathostomata	10	72
sp|A0A075B6N3|TVBX1_HUMAN	cellular organisms	1	59
sp|A0A075B6N4|TVBY1_HUMAN	cellular organisms	1	48
sp|A0A075B6P5|KV228_HUMAN	cellular organisms	1	74
sp|A0A075B6Q5|HV364_HUMAN	cellular organisms	1	70
sp|A0A075B6R0|TRGV2_HUMAN	Gnathostomata	10	83
sp|A0A075B6R2|HV404_HUMAN	cellular organisms	1	66
sp|A0A075B6R9|KVD24_HUMAN	cellular organisms	1	74
sp|A0A075B6S0|TRGJ1_HUMAN	Homo sapiens	28	100
sp|A0A075B6S2|KVD29_HUMAN	cellular organisms	1	74
sp|A0A075B6S4|KVD17_HUMAN	cellular organisms	1	74
sp|A0A075B6S5|KV127_HUMAN	cellular organisms	1	74
sp|A0A075B6S6|KVD30_HUMAN	cellular organisms	1	74
sp|A0A075B6S9|KV137_HUMAN	cellular organisms	1	74
sp|A0A075B6T6|TVAL2_HUMAN	cellular organisms	1	55
sp|A0A075B6T7|TVA6_HUMAN	cellular organisms	1	59
sp|A0A075B6T8|TVA91_HUMAN	Gnathostomata	10	77
sp|A0A075B6U4|TVA7_HUMAN	cellular organisms	1	62
sp|A0A075B6V5|TVA36_HUMAN	cellular organisms	1	59
sp|A0A075B6W5|TVA23_HUMAN	cellular organisms	1	51
sp|A0A075B6X5|TVA18_HUMAN	Gnathostomata	10	83
sp|A0A075B6Y3|TJA3_HUMAN	Homo sapiens	28	100
sp|A0A075B6Y9|TJA42_HUMAN	Homo sapiens	28	100
sp|A0A075B700|TJA31_HUMAN	Homo sapiens	28	100
sp|A0A075B706|TRDJ1_HUMAN	Homo sapiens	28	100
sp|A0A075B734|AQP7B_HUMAN	cellular organisms	1	100
sp|A0A075B759|PAL4E_HUMAN	cellular organisms	1	100
sp|A0A075B767|PAL4H_HUMAN	cellular organisms	1	100
sp|A0A087WSX0|LV545_HUMAN	cellular organisms	1	70
sp|A0A087WSY4|HV432_HUMAN	cellular organisms	1	66
sp|A0A087WSY6|KVD15_HUMAN	cellular organisms	1	74
sp|A0A087WSZ0|KVD08_HUMAN	cellular organisms	1	74
sp|A0A087WSZ9|TVA30_HUMAN	cellular organisms	1	59
sp|A0A087WT01|TVA27_HUMAN	cellular organisms	1	59
sp|A0A087WT02|TVA92_HUMAN	Gnathostomata	10	83
sp|A0A087WT03|TVAZ1_HUMAN	Gnathostomata	10	77
sp|A0A087WTH1|TM265_HUMAN	Euteleostomi	11	82
sp|A0A087WTH5|KCE1B_HUMAN	Euteleostomi	11	94
sp|A0A087WUL8|NBPFJ_HUMAN	cellular organisms	1	40
sp|A0A087WV53|SPEGN_HUMAN	cellular organisms	1	92
sp|A0A087WV62|TVB16_HUMAN	cellular organisms	1	55
sp|A0A087WVF3|TBC3D_HUMAN	Eukaryota	2	100
sp|A0A087WW87|KV240_HUMAN	cellular organisms	1	74
sp|A0A087WWA1|P3URF_HUMAN	Tetrapoda	14	78
sp|A0A087WXM9|MEIKN_HUMAN	Tetrapoda	14	100
sp|A0A087WXS9|TBC3I_HUMAN	Eukaryota	2	100
sp|A0A087X0K7|TVB17_HUMAN	cellular organisms	1	55
sp|A0A087X0M5|TVB18_HUMAN	cellular organisms	1	59
sp|A0A087X179|TBC3E_HUMAN	Eukaryota	2	100
sp|A0A087X1C5|CP2D7_HUMAN	cellular organisms	1	100
sp|A0A087X1G2|TBC3K_HUMAN	Eukaryota	2	100
sp|A0A096LNP1|D131B_HUMAN	Eutheria	18	90
sp|A0A096LP01|SIM26_HUMAN	Euteleostomi	11	76
sp|A0A096LP49|CC187_HUMAN	Tetrapoda	14	100
sp|A0A096LP55|QCR6L_HUMAN	Opisthokonta	3	92
sp|A0A096LPI5|GVQW2_HUMAN	cellular organisms	1	48
sp|A0A096LPK9|ORN4C_HUMAN	cellular organisms	1	88
sp|A0A0A0MRZ7|KVD26_HUMAN	cellular organisms	1	74
sp|A0A0A0MRZ8|KVD11_HUMAN	cellular organisms	1	74
sp|A0A0A0MRZ9|LV552_HUMAN	cellular organisms	1	74
sp|A0A0A0MS00|LV332_HUMAN	cellular organisms	1	74
sp|A0A0A0MS01|TVG10_HUMAN	Gnathostomata	10	83
sp|A0A0A0MS02|TRGV1_HUMAN	Gnathostomata	10	83
sp|A0A0A0MS03|TVB53_HUMAN	cellular organisms	1	55
sp|A0A0A0MS04|TVB67_HUMAN	cellular organisms	1	59
sp|A0A0A0MS05|TVB57_HUMAN	cellular organisms	1	48
sp|A0A0A0MS06|TVB23_HUMAN	cellular organisms	1	51
sp|A0A0A0MS14|HV145_HUMAN	cellular organisms	1	66
sp|A0A0A0MS15|HV349_HUMAN	cellular organisms	1	70
sp|A0A0A0MT36|KVD21_HUMAN	cellular organisms	1	74
sp|A0A0A0MT70|TJB26_HUMAN	Absent from the DIAMOND/MMseqs2 results	NA	NA
sp|A0A0A0MT76|LJ01_HUMAN	Eutheria	18	70
sp|A0A0A0MT78|TJB27_HUMAN	Homo sapiens	28	100
sp|A0A0A0MT87|TJB24_HUMAN	Absent from the DIAMOND/MMseqs2 results	NA	NA
sp|A0A0A0MT89|KJ01_HUMAN	Absent from the DIAMOND/MMseqs2 results	NA	NA
sp|A0A0A0MT94|TJB22_HUMAN	Homo sapiens	28	100
sp|A0A0A0MTA4|TJB25_HUMAN	Homo sapiens	28	100
sp|A0A0A0MTA7|TJB21_HUMAN	Homo sapiens	28	100
sp|A0A0A6YYC5|TVA14_HUMAN	cellular organisms	1	59
sp|A0A0A6YYD4|TVB13_HUMAN	cellular organisms	1	59
sp|A0A0A6YYG2|TVB66_HUMAN	cellular organisms	1	59
sp|A0A0A6YYG3|TVB68_HUMAN	cellular organisms	1	59
sp|A0A0A6YYJ7|TVA83_HUMAN	Gnathostomata	10	77
sp|A0A0A6YYK1|TVA81_HUMAN	Gnathostomata	10	77
sp|A0A0A6YYK4|TVB71_HUMAN	cellular organisms	1	59
sp|A0A0A6YYK6|TVA16_HUMAN	cellular organisms	1	59
sp|A0A0A6YYK7|TVA19_HUMAN	cellular organisms	1	59
sp|A0A0A6YYL3|POTEB_HUMAN	cellular organisms	1	59
sp|A0A0B4J1U3|LV136_HUMAN	cellular organisms	1	74
sp|A0A0B4J1U4|TRGV5_HUMAN	cellular organisms	1	59
sp|A0A0B4J1U6|TVB9_HUMAN	cellular organisms	1	59
sp|A0A0B4J1U7|HV601_HUMAN	cellular organisms	1	66
sp|A0A0B4J1V0|HV315_HUMAN	cellular organisms	1	70
sp|A0A0B4J1V1|HV321_HUMAN	cellular organisms	1	70
sp|A0A0B4J1V2|HV226_HUMAN	cellular organisms	1	62
sp|A0A0B4J1V6|HV373_HUMAN	cellular organisms	1	70
sp|A0A0B4J1V7|HV781_HUMAN	cellular organisms	1	66
sp|A0A0B4J1X5|HV374_HUMAN	cellular organisms	1	70
sp|A0A0B4J1X8|HV343_HUMAN	cellular organisms	1	70
sp|A0A0B4J1Y8|LV949_HUMAN	cellular organisms	1	74
sp|A0A0B4J1Y9|HV372_HUMAN	cellular organisms	1	70
sp|A0A0B4J1Z2|KVD43_HUMAN	cellular organisms	1	74
sp|A0A0B4J200|TJB23_HUMAN	Homo sapiens	28	100
sp|A0A0B4J234|TVA2_HUMAN	cellular organisms	1	48
sp|A0A0B4J235|TVAM2_HUMAN	cellular organisms	1	55
sp|A0A0B4J237|TVA82_HUMAN	Gnathostomata	10	83
sp|A0A0B4J238|TVA12_HUMAN	cellular organisms	1	59
sp|A0A0B4J240|TVA10_HUMAN	cellular organisms	1	59
sp|A0A0B4J241|TVAM1_HUMAN	cellular organisms	1	66
sp|A0A0B4J244|TVA3_HUMAN	Gnathostomata	10	83
sp|A0A0B4J245|TVAL1_HUMAN	cellular organisms	1	59
sp|A0A0B4J248|TVA11_HUMAN	cellular organisms	1	59
sp|A0A0B4J249|TVA5_HUMAN	cellular organisms	1	59
sp|A0A0B4J262|TVA86_HUMAN	Gnathostomata	10	77
sp|A0A0B4J263|TVA39_HUMAN	cellular organisms	1	59
sp|A0A0B4J264|TV381_HUMAN	cellular organisms	1	59
sp|A0A0B4J265|TVAZ2_HUMAN	Gnathostomata	10	77
sp|A0A0B4J266|TVA41_HUMAN	cellular organisms	1	55
sp|A0A0B4J268|TVA4_HUMAN	Gnathostomata	10	77
sp|A0A0B4J271|TVAL3_HUMAN	cellular organisms	1	59
sp|A0A0B4J272|TVA24_HUMAN	Gnathostomata	10	77
sp|A0A0B4J273|TVA34_HUMAN	cellular organisms	1	59
sp|A0A0B4J274|TVA20_HUMAN	cellular organisms	1	62
sp|A0A0B4J275|TVA17_HUMAN	cellular organisms	1	59
sp|A0A0B4J276|TVA25_HUMAN	cellular organisms	1	55
sp|A0A0B4J277|TVA22_HUMAN	cellular organisms	1	55
sp|A0A0B4J279|TVA21_HUMAN	cellular organisms	1	55
sp|A0A0B4J280|TVA40_HUMAN	Gnathostomata	10	77
sp|A0A0B4J2A2|PAL4C_HUMAN	cellular organisms	1	100
sp|A0A0B4J2D5|GAL3B_HUMAN	cellular organisms	1	100
sp|A0A0B4J2D9|KVD13_HUMAN	cellular organisms	1	74
sp|A0A0B4J2E0|TVBL4_HUMAN	cellular organisms	1	59
sp|A0A0B4J2F0|PIOS1_HUMAN	Euteleostomi	11	88
sp|A0A0B4J2F2|SIK1B_HUMAN	cellular organisms	1	100
sp|A0A0B4J2H0|HV69D_HUMAN	cellular organisms	1	66
sp|A0A0C4DH24|KV621_HUMAN	cellular organisms	1	74
sp|A0A0C4DH25|KVD20_HUMAN	cellular organisms	1	74
sp|A0A0C4DH26|KVD41_HUMAN	cellular organisms	1	74
sp|A0A0C4DH27|TRGV8_HUMAN	Gnathostomata	10	83
sp|A0A0C4DH28|TRGV4_HUMAN	cellular organisms	1	59
sp|A0A0C4DH29|HV103_HUMAN	cellular organisms	1	70
sp|A0A0C4DH30|HV316_HUMAN	cellular organisms	1	66
sp|A0A0C4DH31|HV118_HUMAN	cellular organisms	1	66
sp|A0A0C4DH32|HV320_HUMAN	cellular organisms	1	70
sp|A0A0C4DH33|HV124_HUMAN	cellular organisms	1	70
sp|A0A0C4DH34|HV428_HUMAN	cellular organisms	1	66
sp|A0A0C4DH35|HV335_HUMAN	cellular organisms	1	70
sp|A0A0C4DH36|HV338_HUMAN	cellular organisms	1	70
sp|A0A0C4DH38|HV551_HUMAN	cellular organisms	1	66
sp|A0A0C4DH39|HV158_HUMAN	cellular organisms	1	66
sp|A0A0C4DH41|HV461_HUMAN	cellular organisms	1	66
sp|A0A0C4DH42|HV366_HUMAN	cellular organisms	1	70
sp|A0A0C4DH43|HV70D_HUMAN	cellular organisms	1	66
sp|A0A0C4DH55|KVD07_HUMAN	cellular organisms	1	74
sp|A0A0C4DH59|TVB54_HUMAN	cellular organisms	1	59
